"Name","Region","GENC","Year","Area in Square Kilometers","Population","Male Population","Female Population","Annual Growth Rate %","Rate of Natural Increase","Population Density (People per Sq. Km.)","Dependency ratio","Youth dependency ratio","Old age dependency ratio","Median age, both sexes","Median age, females","Median age, males","Natural Increase","Sex ratio of the population","Total Fertility Rate","Age-specific Fertility Rate 15-19 ","Age-specific Fertility Rate 20-24","Age-specific Fertility Rate 25-29","Age-specific Fertility Rate 30-34","Age-specific Fertility Rate 35-39","Age-specific Fertility Rate 40-44","Age-specific Fertility Rate 45-49","Crude Birth Rate","Gross Reproduction Rate","Births, both sexes","Sex Ratio at Birth","Births to mothers aged 15-19","Births to mothers aged 20-24","Births to mothers aged 25-29","Births to mothers aged 30-34","Births to mothers aged 35-39","Births to mothers aged 40-44","Births to mothers aged 45-49","Life Expectancy at Birth, Both Sexes","Life Expectancy at Birth, Males","Life Expectancy at Birth, Females","Infant Mortality Rate, Both Sexes","Infant Mortality Rate, Males","Infant Mortality Rate, Females","Age 1-4 Mortality, Both Sexes","Age 1-4 Mortality, Males","Age 1-4 Mortality, Females","Under Age 5 Mortality, Both Sexes","Under Age 5 Mortality, Males","Under Age 5 Mortality, Females","Crude Death Rate","Deaths, both sexes","Net Migration Rate","Net international migrants, both sexes"
" -> 1950","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1950,Vietnam","VN","1950","310,070","25,348,144","--","--","--","--","81.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1951","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1951,Vietnam","VN","1951","310,070","25,793,577","--","--","--","--","83.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1952","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1952,Vietnam","VN","1952","310,070","26,246,839","--","--","--","--","84.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1953","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1953,Vietnam","VN","1953","310,070","26,724,094","--","--","--","--","86.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1954","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1954,Vietnam","VN","1954","310,070","27,210,027","--","--","--","--","87.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1955","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1955,Vietnam","VN","1955","310,070","27,738,063","--","--","--","--","89.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1956","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1956,Vietnam","VN","1956","310,070","28,327,287","--","--","--","--","91.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1957","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1957,Vietnam","VN","1957","310,070","28,998,543","--","--","--","--","93.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1958","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1958,Vietnam","VN","1958","310,070","29,775,192","--","--","--","--","96.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1959","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1959,Vietnam","VN","1959","310,070","30,682,902","--","--","--","--","99.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1960","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1960,Vietnam","VN","1960","310,070","31,656,282","--","--","--","--","102.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1961","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1961,Vietnam","VN","1961","310,070","32,701,357","--","--","--","--","105.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1962","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1962,Vietnam","VN","1962","310,070","33,796,140","--","--","--","--","109.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1963","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1963,Vietnam","VN","1963","310,070","34,932,464","--","--","--","--","112.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1964","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1964,Vietnam","VN","1964","310,070","36,099,052","--","--","--","--","116.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1965","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1965,Vietnam","VN","1965","310,070","37,258,369","--","--","--","--","120.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1966","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1966,Vietnam","VN","1966","310,070","38,378,468","--","--","--","--","123.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1967","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1967,Vietnam","VN","1967","310,070","39,463,910","--","--","--","--","127.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1968","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1968,Vietnam","VN","1968","310,070","40,511,528","--","--","--","--","130.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1969","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1969,Vietnam","VN","1969","310,070","41,542,068","--","--","--","--","134.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1970","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1970,Vietnam","VN","1970","310,070","42,576,676","--","--","--","--","137.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1971","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1971,Vietnam","VN","1971","310,070","43,614,366","--","--","--","--","140.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1972","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1972,Vietnam","VN","1972","310,070","44,655,014","--","--","--","--","144.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1973","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1973,Vietnam","VN","1973","310,070","45,736,496","--","--","--","--","147.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1974","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1974,Vietnam","VN","1974","310,070","46,902,295","--","--","--","--","151.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1975","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1975,Vietnam","VN","1975","310,070","48,075,207","--","--","--","--","155.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1976","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1976,Vietnam","VN","1976","310,070","49,273,016","--","--","--","--","158.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1977","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1977,Vietnam","VN","1977","310,070","50,533,506","--","--","--","--","163.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1978","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1978,Vietnam","VN","1978","310,070","51,662,728","--","--","--","--","166.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1979","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1979,Vietnam","VN","1979","310,070","52,668,447","--","--","--","--","169.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1980","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1980,Vietnam","VN","1980","310,070","53,715,202","--","--","--","--","173.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1981","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1981,Vietnam","VN","1981","310,070","54,902,677","--","--","--","--","177.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1982","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1982,Vietnam","VN","1982","310,070","56,142,181","--","--","--","--","181.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1983","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1983,Vietnam","VN","1983","310,070","57,436,347","--","--","--","--","185.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1984","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1984,Vietnam","VN","1984","310,070","58,762,040","--","--","--","--","189.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1985","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1985,Vietnam","VN","1985","310,070","60,093,068","--","--","--","--","193.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1986","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1986,Vietnam","VN","1986","310,070","61,439,826","--","--","--","--","198.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1987","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1987,Vietnam","VN","1987","310,070","62,826,491","--","--","--","--","202.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1988","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1988,Vietnam","VN","1988","310,070","64,211,347","--","--","--","--","207.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
" -> 1989","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1989,Vietnam","VN","1989","310,070","65,868,481","32,240,059","33,628,422","2.11","2.28","212.4","78.4","69.3","9.0","20.3","21.3","19.2","1,503,961","0.96","3.79","37.40","201.90","211.90","151.20","95.50","47.50","12.10","30.6","1.84","2,015,901","1.06","129,740","638,914","636,262","373,440","168,190","56,369","12,986","66.0","63.8","68.4","41.0","41.4","40.6","20.7","18.8","22.7","60.8","59.4","62.4","7.8","511,940","-1.7","-113,560"
" -> 1990","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1990,Vietnam","VN","1990","310,070","67,265,921","32,950,764","34,315,157","2.09","2.20","216.9","77.8","68.7","9.1","20.4","21.5","19.4","1,481,479","0.96","3.62","38.30","198.30","205.80","140.70","86.60","43.90","9.60","29.5","1.76","1,985,192","1.06","133,366","627,788","628,345","366,018","162,524","57,100","10,051","66.6","64.3","69.0","39.2","39.6","38.8","19.3","17.6","21.1","57.7","56.5","59.1","7.5","503,713","-1.1","-77,000"
" -> 1991","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1991,Vietnam","VN","1991","310,070","68,657,380","33,659,775","34,997,605","2.01","2.12","221.4","76.8","67.7","9.1","20.6","21.7","19.6","1,455,438","0.96","3.44","39.20","194.60","199.60","130.20","77.80","40.30","7.00","28.4","1.68","1,951,045","1.06","138,657","626,375","607,787","360,143","153,369","57,531","7,183","67.1","64.7","69.5","37.5","37.9","37.1","18.0","16.4","19.6","54.8","53.7","56.0","7.2","495,607","-1.1","-77,000"
" -> 1992","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1992,Vietnam","VN","1992","310,070","70,014,147","34,350,663","35,663,484","1.91","2.04","225.8","75.8","66.7","9.1","20.8","21.9","19.8","1,430,096","0.96","3.27","40.20","191.00","193.50","119.70","68.90","36.70","4.50","27.4","1.59","1,918,292","1.06","143,412","627,392","604,669","335,924","146,753","55,504","4,638","67.6","65.2","70.1","35.8","36.2","35.4","16.8","15.4","18.3","52.0","51.0","53.0","7.0","488,196","-1.4","-95,000"
" -> 1993","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1993,Vietnam","VN","1993","310,070","71,338,776","35,026,031","36,312,745","1.84","1.94","230.1","75.0","65.8","9.1","21.0","22.2","20.0","1,387,160","0.97","3.10","41.10","187.30","187.30","109.20","60.10","33.10","2.00","26.2","1.51","1,868,366","1.06","147,338","634,697","578,892","315,458","135,734","54,102","2,145","68.1","65.7","70.6","34.2","34.6","33.8","15.6","14.4","17.0","49.4","48.5","50.2","6.8","481,206","-1.0","-73,000"
" -> 1994","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1994,Vietnam","VN","1994","310,070","72,635,696","35,689,355","36,946,341","1.76","1.84","234.3","73.8","64.6","9.2","21.3","22.4","20.2","1,332,678","0.97","2.95","38.70","181.40","176.80","103.50","56.30","30.00","2.80","24.9","1.43","1,807,117","1.06","141,097","618,050","549,931","306,045","136,799","51,947","3,248","68.6","66.1","71.1","32.7","33.1","32.3","14.6","13.4","15.8","46.8","46.1","47.6","6.5","474,439","-0.7","-53,000"
" -> 1995","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1995,Vietnam","VN","1995","310,070","73,885,200","36,329,617","37,555,583","1.65","1.72","238.3","72.5","63.2","9.3","21.6","22.7","20.5","1,270,330","0.97","2.80","36.20","175.60","166.40","97.90","52.50","27.00","3.60","23.5","1.36","1,738,387","1.06","135,353","601,010","518,401","294,699","134,493","49,848","4,583","69.0","66.6","71.6","31.3","31.7","30.9","13.6","12.6","14.7","44.5","43.9","45.1","6.3","468,057","-0.7","-51,000"
" -> 1996","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1996,Vietnam","VN","1996","310,070","75,076,986","36,941,369","38,135,617","1.55","1.62","242.1","71.2","61.8","9.4","21.9","23.0","20.8","1,212,242","0.97","2.64","33.80","169.70","155.90","92.30","48.60","24.00","4.40","22.3","1.29","1,674,571","1.06","127,178","590,551","494,255","277,107","132,728","46,596","6,156","69.5","67.0","72.1","29.9","30.3","29.5","12.7","11.7","13.7","42.2","41.7","42.8","6.2","462,329","-0.6","-48,000"
" -> 1997","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1997,Vietnam","VN","1997","310,070","76,214,807","37,525,756","38,689,051","1.46","1.52","245.8","69.4","60.0","9.4","22.2","23.4","21.2","1,154,401","0.97","2.49","31.40","163.90","145.50","86.60","44.80","21.00","5.20","21.2","1.21","1,611,844","1.06","120,189","577,045","471,266","267,376","124,204","44,047","7,717","69.9","67.4","72.6","28.6","29.0","28.2","11.8","11.0","12.7","40.1","39.7","40.5","6.0","457,443","-0.6","-43,000"
" -> 1998","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1998,Vietnam","VN","1998","310,070","77,303,765","38,084,774","39,218,991","1.38","1.41","249.3","66.9","57.6","9.3","22.6","23.7","21.6","1,088,515","0.97","2.34","29.00","158.00","135.00","81.00","41.00","18.00","6.00","19.9","1.14","1,541,776","1.06","115,804","559,822","451,838","247,481","117,104","40,089","9,638","70.3","67.8","73.0","27.3","27.7","26.9","11.0","10.3","11.8","38.0","37.7","38.4","5.9","453,261","-0.3","-22,000"
" -> 1999","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Vietnam","1999,Vietnam","VN","1999","310,070","78,374,934","38,634,681","39,740,253","1.37","1.40","252.8","64.2","54.9","9.3","23.0","24.0","22.0","1,099,823","0.97","2.31","29.80","153.60","136.20","80.70","39.40","16.90","5.40","19.8","1.12","1,550,591","1.06","124,075","554,286","458,862","248,247","115,354","40,520","9,247","70.8","68.2","73.4","26.1","26.5","25.7","10.3","9.6","11.0","36.1","35.9","36.4","5.8","450,768","-0.3","-24,000"
" -> 2000","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
